Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longitude,Regionname,Propertycount,Services_500m,Trees_500m
North Melbourne,1/315 Flemington Rd,1,u,340000.0,S,Brad,2016-12-03,2.3,3051.0,1.0,1.0,1.0,0.0,,,Melbourne City Council,-37.7916,144.9443,Northern Metropolitan,6821.0,2.0,5985
North Melbourne,2/63 Brougham St,2,u,726000.0,S,Jellis,2017-03-04,2.3,3051.0,2.0,1.0,1.0,0.0,64.0,1970.0,Melbourne City Council,-37.7936,144.9426,Northern Metropolitan,6821.0,3.0,2916
North Melbourne,8 Haines St,3,h,1340000.0,S,W.B.,2017-03-04,2.3,3051.0,3.0,1.0,0.0,83.0,129.0,1980.0,Melbourne City Council,-37.7987,144.9497,Northern Metropolitan,6821.0,5.0,2814
North Melbourne,70 Munster Tce,2,t,1105000.0,S,Jellis,2017-03-04,2.3,3051.0,2.0,2.0,1.0,88.0,119.0,2010.0,Melbourne City Council,-37.8018,144.9429,Northern Metropolitan,6821.0,5.0,1658
North Melbourne,19 Shands La,2,t,841000.0,S,Jellis,2017-03-04,2.3,3051.0,2.0,1.0,1.0,215.0,0.0,2000.0,Melbourne City Council,-37.7953,144.9437,Northern Metropolitan,6821.0,4.0,2488
North Melbourne,6/49 Haines St,2,u,528500.0,SP,Woodards,2016-06-04,2.3,3051.0,2.0,1.0,1.0,0.0,74.0,1960.0,Melbourne City Council,-37.7988,144.9475,Northern Metropolitan,6821.0,4.0,2047
North Melbourne,24/101 Leveson St,2,u,585000.0,SA,Edward,2016-06-04,2.3,3051.0,2.0,1.0,1.0,0.0,,,Melbourne City Council,-37.802,144.951,Northern Metropolitan,6821.0,6.0,1692
North Melbourne,319/350 Victoria St,2,u,645000.0,S,Nelson,2016-05-07,2.3,3051.0,2.0,1.0,1.0,0.0,,,Melbourne City Council,-37.8055,144.9547,Northern Metropolitan,6821.0,2.0,1758
North Melbourne,12/25 Byron St,1,u,410000.0,VB,Jellis,2016-11-07,2.3,3051.0,1.0,1.0,1.0,1045.0,55.0,2011.0,Melbourne City Council,-37.802,144.9516,Northern Metropolitan,6821.0,7.0,1699
North Melbourne,110/171 Flemington Rd,2,u,550000.0,SP,Jellis,2016-11-07,2.3,3051.0,2.0,1.0,2.0,0.0,54.0,1975.0,Melbourne City Council,-37.7955,144.9492,Northern Metropolitan,6821.0,5.0,5425
North Melbourne,2/43 Haines St,2,u,470000.0,VB,W.B.,2016-11-07,2.3,3051.0,2.0,1.0,1.0,0.0,,,Melbourne City Council,-37.7988,144.9478,Northern Metropolitan,6821.0,4.0,2095
North Melbourne,115/150 Peel St,2,u,470000.0,VB,W.B.,2016-11-07,2.3,3051.0,2.0,1.0,1.0,0.0,57.0,2006.0,Melbourne City Council,-37.8044,144.9566,Northern Metropolitan,6821.0,3.0,1697
North Melbourne,13/49 Haines St,2,u,475000.0,S,Jas,2016-10-08,2.3,3051.0,2.0,1.0,1.0,0.0,,,Melbourne City Council,-37.7988,144.9475,Northern Metropolitan,6821.0,4.0,2047
North Melbourne,6/55 Provost St,2,u,640000.0,S,MICM,2016-10-08,2.3,3051.0,2.0,2.0,1.0,0.0,84.0,2006.0,Melbourne City Council,-37.802,144.9459,Northern Metropolitan,6821.0,3.0,1809
North Melbourne,331 Flemington Rd,4,h,1330000.0,S,McDonald,2016-09-10,2.3,3051.0,3.0,2.0,1.0,246.0,,,Melbourne City Council,-37.7914,144.9439,Northern Metropolitan,6821.0,2.0,5808
North Melbourne,4/175 Chetwynd St,2,u,720000.0,S,W.B.,2016-12-10,2.3,3051.0,2.0,2.0,1.0,0.0,98.0,1998.0,Melbourne City Council,-37.8015,144.9526,Northern Metropolitan,6821.0,8.0,1644
North Melbourne,2/100 Curzon St,2,t,888000.0,S,Jellis,2016-12-10,2.3,3051.0,2.0,1.0,1.0,0.0,,,Melbourne City Council,-37.8016,144.9486,Northern Metropolitan,6821.0,4.0,1752
North Melbourne,16 Scotia St,3,h,1325000.0,S,Nelson,2016-12-10,2.3,3051.0,3.0,2.0,1.0,97.0,139.0,2011.0,Melbourne City Council,-37.8014,144.949,Northern Metropolitan,6821.0,4.0,1704
North Melbourne,107/33 Wreckyn St,1,u,368000.0,SP,Jellis,2016-12-10,2.3,3051.0,1.0,1.0,1.0,0.0,52.0,2003.0,Melbourne City Council,-37.8,144.9542,Northern Metropolitan,6821.0,9.0,1631
North Melbourne,15A Lothian St,3,t,1300000.0,S,Jellis,2017-02-11,2.3,3051.0,3.0,2.0,2.0,67.0,,2005.0,Melbourne City Council,-37.804,144.9441,Northern Metropolitan,6821.0,3.0,1440
North Melbourne,23/43 Haines St,2,u,450000.0,VB,W.B.,2016-11-12,2.3,3051.0,2.0,1.0,1.0,1588.0,71.0,1970.0,Melbourne City Council,-37.7988,144.9478,Northern Metropolitan,6821.0,4.0,2095
North Melbourne,6 Shiel St,3,h,1385000.0,S,Nelson,2016-08-13,2.3,3051.0,3.0,2.0,0.0,118.0,150.0,1890.0,Melbourne City Council,-37.7976,144.944,Northern Metropolitan,6821.0,7.0,1991
North Melbourne,44 Byron St,2,h,990000.0,S,Nelson,2016-10-15,2.3,3051.0,2.0,2.0,1.0,584.0,120.0,2008.0,Melbourne City Council,-37.8016,144.9508,Northern Metropolitan,6821.0,7.0,1656
North Melbourne,2/150 Arden St,2,u,440000.0,PI,hockingstuart,2016-04-16,2.3,3051.0,2.0,1.0,1.0,0.0,,1960.0,Melbourne City Council,-37.8004,144.9465,Northern Metropolitan,6821.0,6.0,1937
North Melbourne,12/700 Queensberry St,2,u,606000.0,S,Nelson,2016-04-16,2.3,3051.0,2.0,1.0,2.0,0.0,84.0,2000.0,Melbourne City Council,-37.8022,144.9439,Northern Metropolitan,6821.0,5.0,1654
North Melbourne,103/25 Byron St,1,u,450000.0,SP,Jellis,2016-07-16,2.3,3051.0,1.0,1.0,1.0,0.0,60.0,2012.0,Melbourne City Council,-37.802,144.9516,Northern Metropolitan,6821.0,7.0,1699
North Melbourne,3 Murphy St,3,h,1470000.0,S,Jellis,2016-09-17,2.3,3051.0,2.0,1.0,0.0,232.0,93.0,1930.0,Melbourne City Council,-37.7977,144.9512,Northern Metropolitan,6821.0,8.0,3437
North Melbourne,5/97 Oshanassy St,2,u,591500.0,S,Jellis,2016-09-17,2.3,3051.0,2.0,1.0,1.0,0.0,,,Melbourne City Council,-37.8004,144.9465,Northern Metropolitan,6821.0,6.0,1937
North Melbourne,8/201 Abbotsford St,2,t,1300000.0,VB,Nelson,2016-06-18,2.3,3051.0,2.0,2.0,1.0,0.0,,,Melbourne City Council,-37.8029,144.9452,Northern Metropolitan,6821.0,2.0,1698
North Melbourne,18 Melrose St,2,h,1010000.0,S,Jellis,2016-11-19,2.3,3051.0,2.0,2.0,0.0,109.0,100.0,1900.0,Melbourne City Council,-37.795,144.942,Northern Metropolitan,6821.0,4.0,1971
North Melbourne,674 Victoria St,2,h,1266000.0,S,Jellis,2016-11-19,2.3,3051.0,2.0,1.0,0.0,161.0,106.0,1960.0,Melbourne City Council,-37.8043,144.9437,Northern Metropolitan,6821.0,3.0,1363
North Melbourne,509/30 Wreckyn St,2,u,620000.0,S,LITTLE,2016-11-19,2.3,3051.0,2.0,1.0,2.0,0.0,69.0,2004.0,Melbourne City Council,-37.8004,144.9544,Northern Metropolitan,6821.0,9.0,1611
North Melbourne,3/369 Abbotsford St,2,u,540000.0,S,Alexkarbon,2016-08-22,2.3,3051.0,2.0,1.0,1.0,0.0,,1970.0,Melbourne City Council,-37.7981,144.9461,Northern Metropolitan,6821.0,6.0,2020
North Melbourne,443 Abbotsford St,2,h,1200000.0,SP,Jellis,2016-09-24,2.3,3051.0,2.0,2.0,1.0,146.0,,,Melbourne City Council,-37.7959,144.9464,Northern Metropolitan,6821.0,4.0,2983
North Melbourne,306/350 Victoria St,2,u,630000.0,SP,Alexkarbon,2016-09-24,2.3,3051.0,2.0,1.0,1.0,0.0,75.0,2002.0,Melbourne City Council,-37.8055,144.9547,Northern Metropolitan,6821.0,2.0,1758
North Melbourne,21/70 Oshanassy St,2,u,560000.0,S,Jellis,2017-02-25,2.3,3051.0,2.0,1.0,1.0,2300.0,68.0,1975.0,Melbourne City Council,-37.7997,144.9472,Northern Metropolitan,6821.0,5.0,1945
North Melbourne,20 Scotia St,2,h,800000.0,VB,Nelson,2016-06-27,2.3,3051.0,2.0,2.0,1.0,55.0,,2011.0,Melbourne City Council,-37.8014,144.9488,Northern Metropolitan,6821.0,4.0,1710
North Melbourne,1/109 Arden St,2,u,665500.0,S,Alexkarbon,2016-11-27,2.3,3051.0,2.0,2.0,1.0,0.0,96.0,2012.0,Melbourne City Council,-37.8009,144.9471,Northern Metropolitan,6821.0,3.0,1903
North Melbourne,14/7 Curran St,2,u,550055.0,SP,Jellis,2016-11-27,2.3,3051.0,2.0,1.0,2.0,1004.0,65.0,1971.0,Melbourne City Council,-37.7926,144.9441,Northern Metropolitan,6821.0,3.0,5145
North Melbourne,11/368 Dryburgh St,1,u,358000.0,SP,Jellis,2016-11-27,2.3,3051.0,1.0,1.0,1.0,649.0,43.0,1970.0,Melbourne City Council,-37.7971,144.9448,Northern Metropolitan,6821.0,7.0,1998
North Melbourne,103/171 Flemington Rd,1,u,320000.0,S,W.B.,2016-11-27,2.3,3051.0,1.0,1.0,1.0,0.0,45.0,1975.0,Melbourne City Council,-37.7955,144.9492,Northern Metropolitan,6821.0,5.0,5425
North Melbourne,10 Munster Tce,3,t,1000000.0,VB,Nelson,2016-11-27,2.3,3051.0,3.0,2.0,1.0,61.0,170.0,1920.0,Melbourne City Council,-37.8039,144.9424,Northern Metropolitan,6821.0,5.0,1235
North Melbourne,203/150 Peel St,2,u,598000.0,S,Alexkarbon,2016-11-27,2.3,3051.0,2.0,1.0,1.0,0.0,85.0,2005.0,Melbourne City Council,-37.8044,144.9566,Northern Metropolitan,6821.0,3.0,1697
North Melbourne,2/101 Leveson St,2,u,950000.0,S,hockingstuart,2016-05-28,2.3,3051.0,2.0,2.0,1.0,0.0,2.0,,Melbourne City Council,-37.802,144.951,Northern Metropolitan,6821.0,6.0,1692
North Melbourne,15 Mary St,3,t,1065000.0,S,Alexkarbon,2016-05-28,2.3,3051.0,3.0,2.0,1.0,64.0,,2008.0,Melbourne City Council,-37.7994,144.9521,Northern Metropolitan,6821.0,9.0,2587
North Melbourne,12 Curzon St,2,h,885000.0,S,Jellis,2016-08-28,2.3,3051.0,2.0,1.0,1.0,111.0,73.0,1880.0,Melbourne City Council,-37.8044,144.9481,Northern Metropolitan,6821.0,1.0,1693
North Melbourne,11/19 Wood St,2,u,587134.0,SP,Woodards,2016-08-28,2.3,3051.0,2.0,1.0,1.0,0.0,1.0,1970.0,Melbourne City Council,-37.7976,144.9454,Northern Metropolitan,6821.0,5.0,1995
Parkville,50 Strickland Rd,4,h,1230000.0,S,Nelson,2016-09-03,2.6,3052.0,4.0,2.0,2.0,357.0,249.0,2009.0,Melbourne City Council,-37.7767,144.9403,Northern Metropolitan,2309.0,0.0,1090
Parkville,12/238 The Avenue,3,u,1360000.0,S,Jellis,2016-12-03,2.6,3052.0,3.0,2.0,1.0,0.0,139.0,,Melbourne City Council,-37.7818,144.9576,Northern Metropolitan,2309.0,3.0,5855
Parkville,92 Fitzgibbon St,2,h,1805000.0,S,Collins,2016-10-08,2.6,3052.0,2.0,1.0,1.0,187.0,102.0,1890.0,Melbourne City Council,-37.7939,144.9572,Northern Metropolitan,2309.0,3.0,4296
Parkville,14/18 Lennon St,1,u,352500.0,S,Jellis,2016-10-08,2.6,3052.0,1.0,1.0,1.0,0.0,,,Melbourne City Council,-37.7864,144.9409,Northern Metropolitan,2309.0,1.0,4011
Parkville,47/202 The Avenue,1,u,395000.0,SP,Woodards,2017-02-11,2.6,3052.0,1.0,1.0,1.0,2469.0,,,Melbourne City Council,-37.7827,144.9575,Northern Metropolitan,2309.0,3.0,5603
Parkville,9/18 Lennon St,1,h,307000.0,S,Jellis,2016-10-15,2.6,3052.0,1.0,1.0,1.0,0.0,,,Melbourne City Council,-37.7864,144.9409,Northern Metropolitan,2309.0,1.0,4011
Parkville,152 Park Dr,2,h,2200000.0,S,Collins,2016-10-15,2.6,3052.0,2.0,2.0,1.0,190.0,172.0,1875.0,Melbourne City Council,-37.7928,144.9575,Northern Metropolitan,2309.0,1.0,3886
Parkville,105/459 Royal Pde,1,u,485000.0,PI,Jellis,2016-10-15,2.6,3052.0,1.0,1.0,1.0,0.0,,,Melbourne City Council,-37.7823,144.9593,Northern Metropolitan,2309.0,3.0,4823
Parkville,84 Flemington Rd,10,h,2800000.0,VB,Nelson,2016-04-16,2.6,3052.0,,,,,,,Melbourne City Council,-37.7889,144.9421,Northern Metropolitan,2309.0,1.0,5188
Parkville,168 Gatehouse St,4,h,1717500.0,S,Collins,2016-11-19,2.6,3052.0,4.0,2.0,1.0,165.0,,,Melbourne City Council,-37.7933,144.9556,Northern Metropolitan,2309.0,3.0,5755
Parkville,199 Park Dr,2,h,1265000.0,S,Nelson,2016-11-19,2.6,3052.0,2.0,1.0,0.0,70.0,102.0,1890.0,Melbourne City Council,-37.7931,144.9565,Northern Metropolitan,2309.0,2.0,5184
Parkville,5/361 Royal Pde,1,u,401000.0,S,Nelson,2016-11-19,2.6,3052.0,1.0,1.0,1.0,0.0,,,Melbourne City Council,-37.7852,144.9589,Northern Metropolitan,2309.0,4.0,3700
Parkville,84 Story St,4,h,2375000.0,S,Red,2016-11-19,2.6,3052.0,4.0,2.0,2.0,182.0,,,Melbourne City Council,-37.7965,144.9544,Northern Metropolitan,2309.0,9.0,4276
Parkville,66 Fitzgibbon St,2,h,1851000.0,S,Marshall,2016-08-22,2.6,3052.0,2.0,1.0,1.0,172.0,,1900.0,Melbourne City Council,-37.7948,144.9571,Northern Metropolitan,2309.0,4.0,3906
Parkville,11/2 MacArthur Rd,2,u,734600.0,SP,Woodards,2016-08-22,2.6,3052.0,2.0,2.0,1.0,2427.0,,1990.0,Melbourne City Council,-37.7896,144.9584,Northern Metropolitan,2309.0,2.0,3379
Parkville,110 Gatehouse St,4,h,1928000.0,S,Jellis,2016-09-24,2.6,3052.0,4.0,1.0,0.0,194.0,186.0,1890.0,Melbourne City Council,-37.7944,144.9542,Northern Metropolitan,2309.0,4.0,5300
Parkville,12/196 The Avenue,1,u,526000.0,SP,Nelson,2017-02-25,2.6,3052.0,1.0,1.0,1.0,2488.0,50.0,1995.0,Melbourne City Council,-37.7829,144.9574,Northern Metropolitan,2309.0,3.0,5438
Parkville,187 Park Dr,3,h,2236000.0,S,Collins,2016-06-27,2.6,3052.0,4.0,2.0,1.0,154.0,196.0,1890.0,Melbourne City Council,-37.7934,144.9562,Northern Metropolitan,2309.0,2.0,5400
Parkville,12/228 The Avenue,1,u,500000.0,S,Nelson,2016-11-27,2.6,3052.0,1.0,1.0,1.0,2431.0,,,Melbourne City Council,-37.7821,144.9576,Northern Metropolitan,2309.0,3.0,5828
Parkville,28/238 The Avenue,3,u,1403000.0,S,Nelson,2016-11-27,2.6,3052.0,3.0,2.0,2.0,2401.0,132.0,1980.0,Melbourne City Council,-37.7818,144.9576,Northern Metropolitan,2309.0,3.0,5855
Parkville,14 Carrangall Pl,3,h,965000.0,SP,Woodards,2016-08-28,2.6,3052.0,3.0,2.0,2.0,173.0,,,Melbourne City Council,-37.7795,144.9413,Northern Metropolitan,2309.0,0.0,2581
Parkville,10/238 The Avenue,3,u,1040000.0,S,Nelson,2016-08-28,2.6,3052.0,3.0,2.0,1.0,0.0,,,Melbourne City Council,-37.7818,144.9576,Northern Metropolitan,2309.0,3.0,5855
Parkville,9/196 The Avenue,1,u,526000.0,S,Jellis,2016-07-30,2.6,3052.0,1.0,1.0,1.0,0.0,,1995.0,Melbourne City Council,-37.7829,144.9574,Northern Metropolitan,2309.0,3.0,5438
Parkville,17/248 The Avenue,2,u,750000.0,SP,Jellis,2016-07-30,2.6,3052.0,2.0,1.0,1.0,2193.0,,,Melbourne City Council,-37.7813,144.9578,Northern Metropolitan,2309.0,3.0,5686
South Yarra,43/100 Commercial Rd,3,u,1230000.0,S,Kay,2016-12-03,3.3,3141.0,3.0,2.0,2.0,0.0,138.0,1998.0,Melbourne City Council,-37.8453,144.9849,Southern Metropolitan,14887.0,2.0,703
South Yarra,7/32 Marne St,2,u,695000.0,PI,Kay,2017-03-04,3.3,3141.0,2.0,1.0,0.0,0.0,79.0,1930.0,Melbourne City Council,-37.8361,144.9842,Southern Metropolitan,14887.0,2.0,1176
South Yarra,5/6 Tivoli Pl,2,u,863000.0,S,hockingstuart,2017-03-04,3.3,3141.0,2.0,2.0,1.0,742.0,,1950.0,Melbourne City Council,-37.8357,144.9867,Southern Metropolitan,14887.0,3.0,657
South Yarra,6/176 Walsh St,2,u,680000.0,S,Jellis,2017-03-04,3.3,3141.0,2.0,1.0,1.0,0.0,,,Melbourne City Council,-37.8338,144.9858,Southern Metropolitan,14887.0,2.0,630
South Yarra,29/100 Commercial Rd,3,u,750000.0,S,Marshall,2016-06-04,3.3,3141.0,3.0,2.0,2.0,0.0,,,Melbourne City Council,-37.8453,144.9849,Southern Metropolitan,14887.0,2.0,703
South Yarra,20/30 Mona Pl,2,u,572000.0,SP,hockingstuart,2016-06-04,3.3,3141.0,2.0,1.0,1.0,0.0,73.0,1960.0,Melbourne City Council,-37.8368,144.9857,Southern Metropolitan,14887.0,3.0,1014
South Yarra,12 Witchwood Cl,3,t,1460000.0,PI,hockingstuart,2016-06-04,3.3,3141.0,2.0,2.0,1.0,181.0,148.0,1990.0,Melbourne City Council,-37.8334,144.9867,Southern Metropolitan,14887.0,1.0,558
South Yarra,4/957 Punt Rd,2,u,659000.0,SP,Jellis,2016-11-07,3.3,3141.0,2.0,1.0,1.0,0.0,77.0,1940.0,Melbourne City Council,-37.8314,144.9877,Southern Metropolitan,14887.0,1.0,723
South Yarra,2/1 Walsh St,2,u,1300000.0,PI,Williams,2016-10-08,3.3,3141.0,2.0,2.0,2.0,0.0,107.0,1986.0,Melbourne City Council,-37.8376,144.9847,Southern Metropolitan,14887.0,3.0,1289
South Yarra,6/1 Walsh St,2,u,1300000.0,PI,Williams,2016-10-08,3.3,3141.0,2.0,2.0,1.0,0.0,107.0,1980.0,Melbourne City Council,-37.8376,144.9847,Southern Metropolitan,14887.0,3.0,1289
South Yarra,1/35 Marne St,3,u,1630000.0,PI,Jellis,2016-09-10,3.3,3141.0,3.0,1.0,1.0,0.0,,,Melbourne City Council,-37.8359,144.9839,Southern Metropolitan,14887.0,3.0,1235
South Yarra,8/57 Adams St,1,u,555000.0,S,Williams,2016-11-12,3.3,3141.0,1.0,1.0,1.0,630.0,,,Melbourne City Council,-37.8356,144.9773,Southern Metropolitan,14887.0,3.0,1288
South Yarra,76 Leopold St,3,h,2695000.0,PI,Marshall,2016-11-12,3.3,3141.0,3.0,2.0,1.0,215.0,200.0,1910.0,Melbourne City Council,-37.8361,144.9831,Southern Metropolitan,14887.0,2.0,1410
South Yarra,1/63 Millswyn St,2,u,805000.0,S,Williams,2016-11-12,3.3,3141.0,2.0,1.0,1.0,0.0,,,Melbourne City Council,-37.8359,144.9801,Southern Metropolitan,14887.0,3.0,1564
South Yarra,19/877 Punt Rd,1,u,360000.0,VB,Owen,2016-11-12,3.3,3141.0,1.0,1.0,1.0,0.0,46.0,,Melbourne City Council,-37.8339,144.9872,Southern Metropolitan,14887.0,1.0,496
South Yarra,6/210 Domain Rd,2,u,832000.0,S,Williams,2016-10-15,3.3,3141.0,2.0,1.0,1.0,0.0,,1960.0,Melbourne City Council,-37.8342,144.9842,Southern Metropolitan,14887.0,3.0,840
South Yarra,70 Park St,3,h,3000000.0,VB,Marshall,2016-10-15,3.3,3141.0,3.0,3.0,2.0,191.0,175.0,1890.0,Melbourne City Council,-37.836,144.9824,Southern Metropolitan,14887.0,3.0,1485
South Yarra,2/100 Commercial Rd,3,u,805000.0,S,Kay,2016-09-17,3.3,3141.0,3.0,2.0,3.0,6111.0,,,Melbourne City Council,-37.8453,144.9849,Southern Metropolitan,14887.0,2.0,703
South Yarra,2/234 Domain Rd,4,u,2050000.0,VB,RT,2017-03-18,3.3,3141.0,4.0,2.0,1.0,979.0,,,Melbourne City Council,-37.8344,144.9857,Southern Metropolitan,14887.0,3.0,689
South Yarra,49 Leopold St,4,h,2600000.0,PI,Williams,2017-03-18,3.3,3141.0,4.0,2.0,2.0,141.0,127.0,1880.0,Melbourne City Council,-37.8366,144.9827,Southern Metropolitan,14887.0,2.0,1590
South Yarra,8/28 The Righi,1,u,612000.0,S,hockingstuart,2016-06-18,3.3,3141.0,1.0,1.0,1.0,607.0,,,Melbourne City Council,-37.8328,144.9866,Southern Metropolitan,14887.0,1.0,594
South Yarra,2/41 Walsh St,1,u,480000.0,PI,Williams,2016-11-19,3.3,3141.0,1.0,1.0,1.0,,,,Melbourne City Council,-37.8369,144.9848,Southern Metropolitan,14887.0,3.0,1213
South Yarra,22/49 Walsh St,1,u,567500.0,S,hockingstuart,2016-11-19,3.3,3141.0,1.0,1.0,1.0,0.0,56.0,1970.0,Melbourne City Council,-37.8368,144.9848,Southern Metropolitan,14887.0,3.0,1206
South Yarra,3/38 Arnold St,1,u,540000.0,S,hockingstuart,2016-05-22,3.3,3141.0,1.0,1.0,1.0,480.0,53.0,1930.0,Melbourne City Council,-37.8356,144.9767,Southern Metropolitan,14887.0,4.0,1252
South Yarra,1/949 Punt Rd,1,u,310000.0,SP,hockingstuart,2016-04-23,3.3,3141.0,1.0,1.0,1.0,0.0,37.0,1970.0,Melbourne City Council,-37.8319,144.9876,Southern Metropolitan,14887.0,1.0,631
South Yarra,4/943 Punt Rd,2,u,520000.0,SP,hockingstuart,2016-07-26,3.3,3141.0,2.0,1.0,1.0,0.0,62.0,1890.0,Melbourne City Council,-37.8323,144.9876,Southern Metropolitan,14887.0,1.0,538
South Yarra,9/501 Punt Rd,1,u,260800.0,S,Williams,2016-05-28,3.3,3141.0,2.0,1.0,0.0,0.0,,1960.0,Melbourne City Council,-37.8437,144.9852,Southern Metropolitan,14887.0,3.0,871
South Yarra,9/210 Domain Rd,2,u,826000.0,S,Jellis,2016-08-28,3.3,3141.0,2.0,1.0,1.0,0.0,79.0,1970.0,Melbourne City Council,-37.8342,144.9842,Southern Metropolitan,14887.0,3.0,840
South Yarra,2/28 Tivoli Pl,2,u,910000.0,S,Williams,2016-08-28,3.3,3141.0,2.0,0.0,0.0,0.0,,,Melbourne City Council,-37.8357,144.9859,Southern Metropolitan,14887.0,3.0,818
South Yarra,2/28 Walsh St,3,t,1715000.0,S,Williams,2016-08-28,3.3,3141.0,2.0,2.0,2.0,0.0,,,Melbourne City Council,-37.8374,144.9852,Southern Metropolitan,14887.0,3.0,1178
South Yarra,12 Witchwood Cl,3,h,1700000.0,SP,Biggin,2016-08-28,3.3,3141.0,2.0,2.0,1.0,181.0,148.0,1990.0,Melbourne City Council,-37.8334,144.9867,Southern Metropolitan,14887.0,1.0,558
Southbank,41/106 Southbank Bvd,3,u,720000.0,S,VICPROP,2016-09-03,1.2,3006.0,3.0,1.0,1.0,0.0,106.0,1993.0,Melbourne City Council,-37.8235,144.9655,Southern Metropolitan,8400.0,24.0,1472
Southbank,716/22 Dorcas St,1,u,385500.0,S,LITTLE,2017-03-04,1.2,3006.0,1.0,1.0,1.0,1826.0,,2010.0,Melbourne City Council,-37.8301,144.9697,Southern Metropolitan,8400.0,4.0,1424
Southbank,9/81 Dodds St,3,u,868000.0,SP,Greg,2016-06-04,1.2,3006.0,3.0,2.0,1.0,0.0,114.0,1995.0,Melbourne City Council,-37.8267,144.9687,Southern Metropolitan,8400.0,14.0,1841
Southbank,4/55 Kavanagh St,2,u,590000.0,S,Marshall,2016-06-04,1.2,3006.0,2.0,1.0,1.0,0.0,75.0,,Melbourne City Council,-37.8235,144.9655,Southern Metropolitan,8400.0,24.0,1472
Southbank,293/88 Kavanagh St,2,u,530000.0,VB,Greg,2016-06-04,1.2,3006.0,2.0,1.0,1.0,0.0,84.0,2003.0,Melbourne City Council,-37.8246,144.9632,Southern Metropolitan,8400.0,15.0,1243
Southbank,92/99 Whiteman St,2,u,650000.0,VB,Marshall,2016-08-06,1.2,3006.0,2.0,2.0,1.0,0.0,110.0,2000.0,Melbourne City Council,-37.8273,144.9556,Southern Metropolitan,8400.0,4.0,457
Southbank,6/77 Dodds St,4,u,990000.0,S,Ray,2016-05-07,1.2,3006.0,4.0,3.0,1.0,0.0,172.0,1995.0,Melbourne City Council,-37.8267,144.9687,Southern Metropolitan,8400.0,14.0,1841
Southbank,2/95 Dodds St,2,u,623000.0,S,Cayzer,2016-05-07,1.2,3006.0,2.0,1.0,1.0,0.0,,1995.0,Melbourne City Council,-37.828,144.9683,Southern Metropolitan,8400.0,10.0,1487
